Entity,COR,INC,PAR,SPU,MIS,IGN
"the selection of the final locations for the orbiter fleet",0,0,0,0,1,0
"49 percent",0,0,0,0,1,0
"a French overseas department",0,0,0,0,1,0
"a small price to pay for your life",0,0,0,0,1,0
"a collaborative effort to build the world 's largest , highest quality how-to manual",0,0,0,0,1,0
"nothing",0,0,0,0,1,0
"A great way",0,0,0,0,1,0
"the mining camps",0,0,0,0,1,0
"our example conversation",0,0,0,0,1,0
"northern part of the city",0,0,0,0,1,0
"the main source",0,0,0,0,1,0
"consequences",0,0,0,0,1,0
"The mosque",0,0,0,0,1,0
"cocoa",0,0,0,0,1,0
"safe anchorage",0,0,0,0,1,0
"creational elements",0,0,0,0,1,0
"40 inches",0,0,1,0,0,0
"natural ingredients",0,0,0,0,1,0
"soon afterward",0,0,0,0,1,0
"Plac Wolności",0,0,0,0,1,0
"your agenda",0,0,0,0,1,0
"their fees",0,0,0,0,1,0
"the ' big dog",0,0,0,0,1,0
"Another thing",0,0,0,0,1,0
"Facebook Chat",0,0,0,0,1,0
"the cold",0,0,0,0,1,0
"Lack of companions",0,0,0,0,1,0
"a pot",0,0,0,0,1,0
"the findings",0,0,0,0,1,0
"the opposite",0,0,0,0,1,0
"avant-garde performance art",0,0,0,0,1,0
"The rules",0,0,0,0,1,0
"where they live",0,0,0,0,1,0
"his or her personal life",0,0,0,0,1,0
"archaeological sites , ecological parks , typical villages , caves , beaches , colonial missions and more",0,0,0,0,1,0
"her lack of improvement",0,0,0,0,1,0
"doorways",0,0,0,0,1,0
"other areas",0,0,0,0,1,0
"imagination",0,0,0,0,1,0
"the best headlines",0,0,0,0,1,0
"American society",0,0,0,0,1,0
"the capital of independent Greece",0,0,0,0,1,0
"an otherwise flirtatious conversation",0,0,0,0,1,0
"the studio where he worked",0,0,0,0,1,0
"what my colleagues and predecessors had found",0,0,0,0,1,0
"the date",0,0,0,0,1,0
"a grand conspiracy theory",0,0,0,0,1,0
"a question about something striking about the person",0,0,0,0,1,0
"Clothing supply closet",0,0,0,0,1,0
"clothing and sporting good retailers",0,0,0,0,1,0
"ozone regulation",0,0,0,0,1,0
"the many highrise residential buildings",0,0,0,0,1,0
"the center of the neighborhood",0,0,0,0,1,0
"what makes the joke succeed or fail",0,0,0,0,1,0
"the major source of dietary iodine in Australia",0,0,0,0,1,0
"distributed computing projects",0,0,0,0,1,0
"smooth jazz",0,0,0,0,1,0
"playing fields",0,0,0,0,1,0
"Weehawken docks",0,0,0,0,1,0
"Articles in peer-reviewed academic journals including Social Science & Medicine",0,0,0,0,1,0
"Mistake",0,0,0,0,1,0
"an important industrial and commerce centre",0,0,0,0,1,0
"other places",0,0,0,0,1,0
"the infestation",0,0,0,0,1,0
"Litzmannstadt",0,0,0,0,1,0
"soil",0,0,0,0,1,0
"every budget",0,0,0,0,1,0
"the marae",0,0,0,0,1,0
"a hub for design and creative industries",0,0,0,0,1,0
"office",0,0,0,0,1,0
"the main entrance",0,0,0,0,1,0
"Good jokes",0,0,0,0,1,0
"Talau national park",0,0,0,0,1,0
"their small worldview",0,0,0,0,1,0
"the excellent transportation infrastructure that was completed",0,0,0,0,1,0
"the basic doctrine",0,0,0,0,1,0
"prosperous textile mills",0,0,0,0,1,0
"a natural deterrent",0,0,0,0,1,0
"long history",0,0,0,0,1,0
"genes turned on in different ways and at different times",0,0,0,0,1,0
"the diverse nature of its history",0,0,0,0,1,0
"the building",0,0,0,0,1,0
"the two fields",0,0,0,0,1,0
"a local reptile center , zoo , or pet store",0,0,0,0,1,0
"study hall",0,0,0,0,1,0
"a Santorum",0,0,0,0,1,0
"a devastating role",0,0,0,0,1,0
"their personality",0,0,0,0,1,0
"This town",0,0,0,0,1,0
"a simple "" cook "" option",0,0,0,0,1,0
"the ice",0,0,0,0,1,0
"the use of our senses",0,0,0,0,1,0
"the hangar",0,0,0,0,1,0
"A handle",0,0,0,0,1,0
"New York bar",0,0,0,0,1,0
"their child 's severe illness",0,0,0,0,1,0
"significant time",0,0,0,0,1,0
"legislative support",0,0,0,0,1,0
"sunset",0,0,0,0,1,0
"its collection of restaurants",0,0,0,0,1,0
"anatomy",0,0,0,0,1,0
"some of the landmarks of the city 's waterfront",0,0,0,0,1,0
"worse ideas",0,0,0,0,1,0
"the Inner Ring Road",0,0,0,0,1,0
"a better job",0,0,0,0,1,0
"additional work",0,0,0,0,1,0
"a soft landing-spot",0,0,0,0,1,0
"your home",0,0,0,0,1,0
"' lap '",0,0,0,0,1,0
"one of our problems",0,0,0,0,1,0
"185 Bridge Plaza North",1,0,0,0,0,0
"existing relations of power",0,0,0,0,1,0
"the paper",0,0,0,0,1,0
"another example",0,0,0,0,1,0
"The future",0,0,0,0,1,0
"a more realistic approach to playing Quidditch",0,0,0,0,1,0
"resources",0,0,0,0,1,0
"worlds created by the imagination of people",0,0,0,0,1,0
"the study",0,0,0,0,1,0
"more details",0,0,0,0,1,0
"passenger train service",0,0,0,0,1,0
"stress",0,0,0,0,1,0
"Scientology jargon",0,0,0,0,1,0
"this time",0,0,0,0,1,0
"the ship",0,0,0,0,1,0
"Each task",0,0,0,0,1,0
"the name",0,0,0,0,1,0
"fort lee",0,0,0,0,1,0
"this town",0,0,0,0,1,0
"this step",0,0,0,0,1,0
"300 ml / 10. 1",0,0,1,0,0,0
"25 mL",0,0,1,0,0,0
"S&M",0,0,0,0,1,0
"an excellent job of crowd control",0,0,0,0,1,0
"stimulating environments",0,0,0,0,1,0
"the coast of Aceh , Indonesia",0,0,0,0,1,0
"Beau Soleil",0,0,0,0,1,0
"The costs",0,0,0,0,1,0
"fruit",0,0,0,0,1,0
"many synthetic chemical treatments",0,0,0,0,1,0
"about an inch",0,0,0,0,1,0
"the centre of the island",0,0,0,0,1,0
"Moriori culture",0,0,0,0,1,0
"the nickname",0,0,0,0,1,0
"this stuff",0,0,0,0,1,0
"dancing",0,0,0,0,1,0
"the candy",0,0,0,0,1,0
"massively diluted forms of substances",0,0,0,0,1,0
"the differing schedules",0,0,0,0,1,0
"a number of drafts",0,0,0,0,1,0
"buzzwords and images",0,0,0,0,1,0
"six hundred to eight hundred",0,0,1,0,0,0
"the skies",0,0,0,0,1,0
"a groove",0,0,0,0,1,0
"peroxide",0,0,0,0,1,0
"enough nutrients",0,0,0,0,1,0
"numerous security vulnerabilities",0,0,0,0,1,0
"either of these twin-sister neighborhoods",0,0,0,0,1,0
"Stardust @ home",0,0,0,0,1,0
"the Gothic Revival Cathedral Building",0,0,0,0,1,0
"many spores",0,0,0,0,1,0
"this country",0,0,0,0,1,0
"old west charm",0,0,0,0,1,0
"a new definition",0,0,0,0,1,0
"a certain vowel",0,0,0,0,1,0
"safety hazards",0,0,0,0,1,0
"all areas of life",0,0,0,0,1,0
"the impression that they have a lot of friends",0,0,0,0,1,0
"a less than appealing color",0,0,0,0,1,0
"the flour , cocoa powder , baking soda and pinch of salt",0,0,0,0,1,0
"a good thing",0,0,0,0,1,0
"energy supplies for the West",0,0,0,0,1,0
"the "" Comeback City",0,0,0,0,1,0
"control of information and secrecy",0,0,0,0,1,0
"اصفهان",0,0,0,0,1,0
"connections between the language and the music and the psychology of people",0,0,0,0,1,0
"the business",0,0,0,0,1,0
"respect",0,0,0,0,1,0
"The problem",0,0,0,0,1,0
"cocktail",0,0,0,0,1,0
"definition of the santorum neologism",0,0,0,0,1,0
"basic well-understood concepts in chemistry and physics",0,0,0,0,1,0
"a long-standing cultural scene",0,0,0,0,1,0
"Traffic congestion on the main arterial roads",0,0,0,0,1,0
"memory",0,0,0,0,1,0
"that group",0,0,0,0,1,0
"the snitch",0,0,0,0,1,0
"the street",0,0,0,0,1,0
"The ending of the joke",0,0,0,0,1,0
"the shores",0,0,0,0,1,0
"conventional medical treatment",0,0,0,0,1,0
"The long answer",0,0,0,0,1,0
"lives",0,0,0,0,1,0
"borders",0,0,0,0,1,0
"bus connections",0,0,0,0,1,0
"certain chemicals",0,0,0,0,1,0
"the ancient gods",0,0,0,0,1,0
"many tourist beaches",0,0,0,0,1,0
"large scale",0,0,0,0,1,0
"bad things about you",0,0,0,0,1,0
"the Internet",0,0,0,0,1,0
"an undiscovered ecosystem",0,0,0,0,1,0
"new homes",0,0,0,0,1,0
"his process",0,0,0,0,1,0
"the foundation of a story",0,0,0,0,1,0
"The hashtag",0,0,0,0,1,0
"a donation",0,0,0,0,1,0
"an unconvincing act",0,0,0,0,1,0
"It 's",0,0,0,0,1,0
"a good sense of humor",0,0,0,0,1,0
"hard ice",0,0,0,0,1,0
"in the back of the paper",0,0,0,0,1,0
"passport or visa requirements",0,0,0,0,1,0
"shore",0,0,0,0,1,0
"the size of your fingernail",0,0,0,0,1,0
"vegetable oil",0,0,0,0,1,0
"S Buckeye",0,0,0,0,1,0
"a good story",0,0,0,0,1,0
"one of our ads that I had put in",0,0,0,0,1,0
"the most important aspect of your background that voters should know about",0,0,0,0,1,0
"dominance",0,0,0,0,1,0
"national flag design",0,0,0,0,1,0
"the beverage",0,0,0,0,1,0
"a demo of the VM",0,0,0,0,1,0
"iodine-containing sanitisers",0,0,0,0,1,0
"Memorized jokes",0,0,0,0,1,0
"enough thyroid hormone",0,0,0,0,1,0
"Neiafu town",0,0,0,0,1,0
"one 's preferences",0,0,0,0,1,0
"the jump",0,0,0,0,1,0
"an area with a group of hospitals on a hill ( Pill Hill ) up and through a neighborhood bordered on both sides by picturesque hills , houses and trees",0,0,0,0,1,0
"both your chances of survival",0,0,0,0,1,0
"An air-quality cleanup",0,0,0,0,1,0
"those features",0,0,0,0,1,0
"Ground Zero",0,0,0,0,1,0
"the ancestral domain of an indigenous tribe",0,0,0,0,1,0
"the word “ ding ”",0,0,0,0,1,0
"the routes",0,0,0,0,1,0
"the River Ouse",0,0,0,0,1,0
"two versions",0,0,0,0,1,0
"aerogel",0,0,0,0,1,0
"a subtle citrus pucker",0,0,0,0,1,0
"the bad parts of both",0,0,0,0,1,0
"this fruitful period",0,0,0,0,1,0
"limestone plateau",0,0,0,0,1,0
"Stir-fry",0,0,0,0,1,0
"mail",0,0,0,0,1,0
"international cuisine",0,0,0,0,1,0
"the "" Cimarron Turnpike",0,0,0,0,1,0
"The LibriVox website",0,0,0,0,1,0
"world-class museums",0,0,0,0,1,0
"a beautiful and magnificent destination choice",0,0,0,0,1,0
"heat vents",0,0,0,0,1,0
"toxic materials",0,0,0,0,1,0
"our land",0,0,0,0,1,0
"a very serious one",0,0,0,0,1,0
"into town",0,0,0,0,1,0
"a bird cawing",0,0,0,0,1,0
"their own bathroom",0,0,0,0,1,0
"the refrigerator",0,0,0,0,1,0
"the jewel of biodiversity",0,0,0,0,1,0
"English examples",0,0,0,0,1,0
"Step # 2",0,0,0,0,1,0
"diversity",0,0,0,0,1,0
"this area",0,0,0,0,1,0
"Anse Bertrand",0,0,0,0,1,0
"in January",0,0,0,0,1,0
"the cold wind",0,0,0,0,1,0
"my understanding of the animals and the system in which they live",0,0,0,0,1,0
"the shape of a castle",0,0,0,0,1,0
"the effect of rising carbon dioxide concentration",0,0,0,0,1,0
"javascript",0,0,0,0,1,0
"their adult lives",0,0,0,0,1,0
"regular airline transportation",0,0,0,0,1,0
"your material",0,0,0,0,1,0
"published works",0,0,0,0,1,0
"most other large Polish cities",0,0,0,0,1,0
"international restaurants",0,0,0,0,1,0
"very difficult decision",0,0,0,0,1,0
"a discourse of pity",0,0,0,0,1,0
"a gap between scientists and ' the general public",0,0,0,0,1,0
"a beautiful still stripe of sea between a scenery of reefs",0,0,0,0,1,0
"your punchline",0,0,0,0,1,0
"350 ml",1,0,0,0,0,0
"your work",0,0,0,0,1,0
"smaller bits",0,0,0,0,1,0
"the masculinity of the males following it",0,0,0,0,1,0
"the nearby coral atolls",0,0,0,0,1,0
"the economic capital of Guadeloupe",0,0,0,0,1,0
"a grid layout",0,0,0,0,1,0
"a minority",0,0,0,0,1,0
"The community center",0,0,0,0,1,0
"business",0,0,0,0,1,0
"most of the sporting venues",0,0,0,0,1,0
"the coastal areas in this region",0,0,0,0,1,0
"the number of plants",0,0,0,0,1,0
"Evergreen Aviation & Space Museum",0,0,0,0,1,0
"The U.S.",0,0,0,0,1,0
"The beverage",0,0,0,0,1,0
"their rivalries , annoyances and enmities",0,0,0,0,1,0
"raw materials",0,0,0,0,1,0
"a tropical climate",0,0,0,0,1,0
"The headlines",0,0,0,0,1,0
"group",0,0,0,0,1,0
"downtown Tulsa",0,0,0,0,1,0
"religious association",0,0,0,0,1,0
"their anger",0,0,0,0,1,0
"my service",0,0,0,0,1,0
"what kind of good service",0,0,0,0,1,0
"both of our things",0,0,0,0,1,0
"A new study",0,0,0,0,1,0
"bars",0,0,0,0,1,0
"defined boundaries",0,0,0,0,1,0
"all or nothing",0,0,0,0,1,0
"new resources",0,0,0,0,1,0
"this person 's musical likes and dislikes",0,0,0,0,1,0
"the nation 's capital",0,0,0,0,1,0
"Flirting Dos",0,0,0,0,1,0
"opening times",0,0,0,0,1,0
"a verdict on the flag",0,0,0,0,1,0
"conventional treatments",0,0,0,0,1,0
"modernity",0,0,0,0,1,0
"this nation",0,0,0,0,1,0
"multiple methods",0,0,0,0,1,0
"the wooing power of flowery , gushing compliments",0,0,0,0,1,0
"many decades of Ivy League elites and Professors",0,0,0,0,1,0
"mandatory etiquette",0,0,0,0,1,0
"The project",0,0,0,0,1,0
"your chances of survival",0,0,0,0,1,0
"her overall health",0,0,0,0,1,0
"their outdoor theatre",0,0,0,0,1,0
"an area of the house where you can put all the packed boxes",0,0,0,0,1,0
"small business",0,0,0,0,1,0
"a separate municipality from Coron",0,0,0,0,1,0
"The car rental area",0,0,0,0,1,0
"many policy positions",0,0,0,0,1,0
"Hydrogen peroxide",0,0,0,0,1,0
"a wiki",0,0,0,0,1,0
"your motives",0,0,0,0,1,0
"the construction of attractive post-modern buildings in newer districts",0,0,0,0,1,0
"global warming",0,0,0,0,1,0
"performing arts",0,0,0,0,1,0
"the other side",0,0,0,0,1,0
"the date of expected departure",0,0,0,0,1,0
"the best",0,0,0,0,1,0
"the launch pad",0,0,0,0,1,0
"the best preparation",0,0,0,0,1,0
"some truth",0,0,0,0,1,0
"a repudiation of politics as usual",0,0,0,0,1,0
"the amount of foliage",0,0,0,0,1,0
"shopping centres",0,0,0,0,1,0
"several tourist information offices",0,0,0,0,1,0
"the nest",0,0,0,0,1,0
"Most iodine in food",0,0,0,0,1,0
"the reason",0,0,0,0,1,0
"a successful presidency",0,0,0,0,1,0
"Oakland 's history in the arts and entertainment arena",0,0,0,0,1,0
"success",0,0,0,0,1,0
"a surprise victory",0,0,0,0,1,0
"the symmetry of some structures",0,0,0,0,1,0
"electrons",0,0,0,0,1,0
"quidditch",0,0,0,0,1,0
"offense",0,0,0,0,1,0
"Google headquarters in California",0,0,0,0,1,0
"reading and thinking about magic",0,0,0,0,1,0
"love story and romance and surprises and tragedies",0,0,0,0,1,0
"single servings",0,0,0,0,1,0
"a strict lifestyle",0,0,0,0,1,0
"build-outs",0,0,0,0,1,0
"town",0,0,0,0,1,0
"the floor number",0,0,0,0,1,0
"stories",0,0,0,0,1,0
"handling",0,0,0,0,1,0
"the IQA website",0,0,0,0,1,0
"large-scale agriculture",0,0,0,0,1,0
"Muggle Quidditch",0,0,0,0,1,0
"advertising",0,0,0,0,1,0
"The history of strong cyclones and death in the region",0,0,0,0,1,0
"the non-profit associations",0,0,0,0,1,0
"absolute heaven",0,0,0,0,1,0
"a real mess on Broadway",0,0,0,0,1,0
"Quarter Snitch Quidditch",0,0,0,0,1,0
"irrigation-based agriculture",0,0,0,0,1,0
"Gosier",0,0,0,0,1,0
"Arrogance",0,0,0,0,1,0
"everything",0,0,0,0,1,0
"Cleveland proper",0,0,0,0,1,0
"the largest item on your list of things",0,0,0,0,1,0
"any molecules of the original substance",0,0,0,0,1,0
"all the same rules",0,0,0,0,1,0
"a city of contrasts",0,0,0,0,1,0
"The flavor of icing or frosting",0,0,0,0,1,0
"you guys sitting around trying to crack each other up",0,0,0,0,1,0
"details",0,0,0,0,1,0
"200 km / h",1,0,0,0,0,0
"spatial and temporal awareness",0,0,0,0,1,0
"USI Art Collections",0,0,0,0,1,0
"My major influences on performance",0,0,0,0,1,0
"plenty of sun",0,0,0,0,1,0
"the channels",0,0,0,0,1,0
"hard work",0,0,0,0,1,0
"designs for a new national flag",0,0,0,0,1,0
"How to Make Vegan Cupcakes",0,0,0,0,1,0
"that Coron",0,0,0,0,1,0
"professional sports",0,0,0,0,1,0
"easier revision",0,0,0,0,1,0
"the potting mix",0,0,0,0,1,0
"plastic",0,0,0,0,1,0
"a lower office",0,0,0,0,1,0
"the boat",0,0,0,0,1,0
"University collections",0,0,0,0,1,0
"asymptotic groups theory",0,0,0,0,1,0
"agriculture",0,0,0,0,1,0
"major lasting changes",0,0,0,0,1,0
"a few reasons",0,0,0,0,1,0
"food security",0,0,0,0,1,0
"Your exposure",0,0,0,0,1,0
"my observations",0,0,0,0,1,0
"poems",0,0,0,0,1,0
"the same notes",0,0,0,0,1,0
"the major sights",0,0,0,0,1,0
"it a unique take",0,0,0,0,1,0
"Foolhardy provocation",0,0,0,0,1,0
"plain soy milk",0,0,0,0,1,0
"other grains",0,0,0,0,1,0
"a point",0,0,0,0,1,0
"a new website",0,0,0,0,1,0
"ownership",0,0,0,0,1,0
"good magic",0,0,0,0,1,0
"the chemical compound",0,0,0,0,1,0
"Homeopathy",0,0,0,0,1,0
"the excellent advice",0,0,0,0,1,0
"big activities",0,0,0,0,1,0
"all salt",0,0,0,0,1,0
"a joke",0,0,0,0,1,0
"deep space",0,0,0,0,1,0
"a good long time",0,0,0,0,1,0
"the solar system",0,0,0,0,1,0
"Y-tong",0,0,0,0,1,0
"sacrifice on breadth and do n't produce the topics that wo n't interest advertisers",0,0,0,0,1,0
"the infections",0,0,0,0,1,0
"In the back of the paper",0,0,0,0,1,0
"the beauty",0,0,0,0,1,0
"the edges",0,0,0,0,1,0
"' Bever '",0,0,0,0,1,0
"MSN",0,0,0,0,1,0
"the security of pipelines and sea lanes",0,0,0,0,1,0
"their option",0,0,0,0,1,0
"a section of lanterns",0,0,0,0,1,0
"Many elevators",0,0,0,0,1,0
"your interest",0,0,0,0,1,0
"the population",0,0,0,0,1,0
"a massive influx of workforce",0,0,0,0,1,0
"The preservation",0,0,0,0,1,0
"Squares and streets",0,0,0,0,1,0
"an agenda",0,0,0,0,1,0
"Chances",0,0,0,0,1,0
"observer bias",0,0,0,0,1,0
"many times",0,0,0,0,1,0
"their spectacular plant and wildlife",0,0,0,0,1,0
"all of this",0,0,0,0,1,0
"Gates C & D",0,0,0,0,1,0
"the city",0,0,0,0,1,0
"equal parts soil and rough pumice or sand",0,0,0,0,1,0
"his career",0,0,0,0,1,0
"about 150 miles",1,0,0,0,0,0
"both",0,0,0,0,1,0
"cold water",0,0,0,0,1,0
"to wash just a few items with them",0,0,0,0,1,0
"technology",0,0,0,0,1,0
"the sky",0,0,0,0,1,0
"any destination",0,0,0,0,1,0
"The model",0,0,0,0,1,0
"loud sounds",0,0,0,0,1,0
"a charitable capacity",0,0,0,0,1,0
"the collaboration page",0,0,0,0,1,0
"Dixam",0,0,0,0,1,0
"flour mixture",0,0,0,0,1,0
"its charms",0,0,0,0,1,0
"a large infestation",0,0,0,0,1,0
"Sigma Aldrich",0,0,0,0,1,0
"Warnings",0,0,0,0,1,0
"the criticism",0,0,0,0,1,0
"a dry , dark place",0,0,0,0,1,0
"a band-related username",0,0,0,0,1,0
"a temperate climate and regular seasons",0,0,0,0,1,0
"the Sea Org",0,0,0,0,1,0
"Politics",0,0,0,0,1,0
"mistakes",0,0,0,0,1,0
"a brief , brief , brief IQ test",0,0,0,0,1,0
"a deli",0,0,0,0,1,0
"Abymes",0,0,0,0,1,0
"The islands",0,0,0,0,1,0
"the entertainment world",0,0,0,0,1,0
"the plazas",0,0,0,0,1,0
"to compete",0,0,0,0,1,0
"Any sort of pointed or caustic remarks about yourself or someone else",0,0,0,0,1,0
"everything , big and small",0,0,0,0,1,0
"mixed flavors",0,0,0,0,1,0
"the distortions",0,0,0,0,1,0
"a number of "" safe "" harbours for shelter",0,0,0,0,1,0
"wet ingredients",0,0,0,0,1,0
"The origin of the city 's name",0,0,0,0,1,0
"the Arts and Humanities Citation Index",0,0,0,0,1,0
"the Santorum drink",0,0,0,0,1,0
"different styles and types of shoes",0,0,0,0,1,0
"the material losses",0,0,0,0,1,0
"5 grams",0,0,1,0,0,0
"textile mills",0,0,0,0,1,0
"the whole language",0,0,0,0,1,0
"an exact amount of time",0,0,0,0,1,0
"a fundamental part of the joke",0,0,0,0,1,0
"ample opportunity",0,0,0,0,1,0
"their own food",0,0,0,0,1,0
"stronger social orientations",0,0,0,0,1,0
"their policy",0,0,0,0,1,0
"all distractions",0,0,0,0,1,0
"the flour , sugar , baking powder , baking soda and salt",0,0,0,0,1,0
"the quality of the spoken audio",0,0,0,0,1,0
"chlorine-containing sanitisers",0,0,0,0,1,0
"which",0,0,0,0,1,0
"the "" right to leave",0,0,0,0,1,0
"The quinoa",0,0,0,0,1,0
"the impact",0,0,0,0,1,0
"their lifetime",0,0,0,0,1,0
"an industrial town",0,0,0,0,1,0
"The answer",0,0,0,0,1,0
"the entry of the exhibit",0,0,0,0,1,0
"All offices",0,0,0,0,1,0
"the OSU-Tulsa campus",0,0,0,0,1,0
"the combined security lapses",0,0,0,0,1,0
"The Cleveland Museum of Art",0,0,0,0,1,0
"a dark red liquid",0,0,0,0,1,0
"an airport",0,0,0,0,1,0
"mid-August",0,0,0,0,1,0
"news of the police response",0,0,0,0,1,0
"donations",0,0,0,0,1,0
"Your setup",0,0,0,0,1,0
"enough information",0,0,0,0,1,0
"all the war stuff",0,0,0,0,1,0
"Background",0,0,0,0,1,0
"too many points",0,0,0,0,1,0
"a booming city",0,0,0,0,1,0
"some of the best museums and art galleries in the country",0,0,0,0,1,0
"all aspects of society",0,0,0,0,1,0
"the scope of LibriVox",0,0,0,0,1,0
"which treatment",0,0,0,0,1,0
"Two Parts",0,0,0,0,1,0
"front of its head",0,0,0,0,1,0
"a fairly new eco-tourism destination",0,0,0,0,1,0
"little tidbit poetry readings in coffeehouses",0,0,0,0,1,0
"the option of simply not responding to your message",0,0,0,0,1,0
"an indicator",0,0,0,0,1,0
"the top two pairs of leaves",0,0,0,0,1,0
"Turismo Mérida",0,0,0,0,1,0
"A minute or two",0,0,0,0,1,0
"the pain",0,0,0,0,1,0
"other things",0,0,0,0,1,0
"an appropriate space",0,0,0,0,1,0
"the most commonly used set of rules",0,0,0,0,1,0
"the way",0,0,0,0,1,0
"Published",0,0,0,0,1,0
"unlikely mixture",0,0,0,0,1,0
"That way",0,0,0,0,1,0
"sunscreen",0,0,0,0,1,0
"every floor",0,0,0,0,1,0
"facilities",0,0,0,0,1,0
"sunny",0,0,0,0,1,0
"some stuff in mathematics",0,0,0,0,1,0
"the largest vote in any geographical constituency",0,0,0,0,1,0
"this metropolitan area",0,0,0,0,1,0
"the locations",0,0,0,0,1,0
"any immigration office in Cuba",0,0,0,0,1,0
"air-conditionting",0,0,0,0,1,0
"the life of your overalls",0,0,0,0,1,0
"a rich cultural life",0,0,0,0,1,0
"boat",0,0,0,0,1,0
"simplicity",0,0,0,0,1,0
"more information",0,0,0,0,1,0
"a number of rocky outcrops",0,0,0,0,1,0
"the cyber space",0,0,0,0,1,0
"all edible salt",0,0,0,0,1,0
"one of the best ways",0,0,0,0,1,0
"the local location",0,0,0,0,1,0
"background in technology entrepreneurship",0,0,0,0,1,0
"a delicious drink",0,0,0,0,1,0
"countries",0,0,0,0,1,0
"this industry",0,0,0,0,1,0
"medicine",0,0,0,0,1,0
"The best analogy I",0,0,0,0,1,0
"The results",0,0,0,0,1,0
"Toast quinoa in a saucepan",0,0,0,0,1,0
"their respective launchpads",0,0,0,0,1,0
"many restaurants",0,0,0,0,1,0
"the elevator music",0,0,0,0,1,0
"Terre de Bas",0,0,0,0,1,0
"a wonderful place",0,0,0,0,1,0
"Both of these stops",0,0,0,0,1,0
"cafes",0,0,0,0,1,0
"this agenda",0,0,0,0,1,0
"this popularity",0,0,0,0,1,0
"the JSC",0,0,0,0,1,0
"every thought",0,0,0,0,1,0
"hospital",0,0,0,0,1,0
"some basic tricks",0,0,0,0,1,0
"the right to fork",0,0,0,0,1,0
"Labor",0,0,0,0,1,0
"Santorum cocktail drink",0,0,0,0,1,0
"Its round shape",0,0,0,0,1,0
"workable solutions",0,0,0,0,1,0
"the course of the project",0,0,0,0,1,0
"my opinion",0,0,0,0,1,0
"the floors",0,0,0,0,1,0
"sensitive material",0,0,0,0,1,0
"some major grocery stores",0,0,0,0,1,0
"the Santorum cocktail",0,0,0,0,1,0
"you own rules",0,0,0,0,1,0
"the rapid development of Athens",0,0,0,0,1,0
"every country",0,0,0,0,1,0
"a so-called survival analysis",0,0,0,0,1,0
"a do-or-die moment",0,0,0,0,1,0
"a statistical blip",0,0,0,0,1,0
"another reason",0,0,0,0,1,0
"different things",0,0,0,0,1,0
"like all research , the outcome of what we are doing is highly uncertain",0,0,0,0,1,0
"the traffic between halls",0,0,0,0,1,0
"frozen yogurt shops",0,0,0,0,1,0
"the soil",0,0,0,0,1,0
"The moves themselves",0,0,0,0,1,0
"its success",0,0,0,0,1,0
"the successes and failures",0,0,0,0,1,0
"The city",0,0,0,0,1,0
"the entire thing",0,0,0,0,1,0
"a running dialogue about what look is best for you",0,0,0,0,1,0
"a serious ' my-way's-the-only-way ' attitude",0,0,0,0,1,0
"help",0,0,0,0,1,0
"highest priority",0,0,0,0,1,0
"something on J-Lo",0,0,0,0,1,0
"an impact",0,0,0,0,1,0
"this single project",0,0,0,0,1,0
"the worldwide production of wheat , rice , maize and soybean",0,0,0,0,1,0
"my made up language",0,0,0,0,1,0
"8 by 8 inch",0,0,0,1,0,0
"very hot and dry heat",0,0,0,0,1,0
"the fact that I stand for a Virginia that is both Open-minded and Open for Business",0,0,0,0,1,0
"The population of Łódź",0,0,0,0,1,0
"cosmic debris",0,0,0,0,1,0
"the verse",0,0,0,0,1,0
"All aspects",0,0,0,0,1,0
"a healthy world",0,0,0,0,1,0
"empty spaces",0,0,0,0,1,0
"value for others",0,0,0,0,1,0
"the many sidewalk restaurants",0,0,0,0,1,0
"his fortune",0,0,0,0,1,0
"a problem",0,0,0,0,1,0
"Its splendour",0,0,0,0,1,0
"new structures",0,0,0,0,1,0
"people ’s writing strengths",0,0,0,0,1,0
"the growth of Phoenix",0,0,0,0,1,0
"political humor",0,0,0,0,1,0
"your items",0,0,0,0,1,0
"2 hr",0,0,1,0,0,0
"2 teaspoons",0,0,1,0,0,0
"many basic words in your language",0,0,0,0,1,0
"a Real-Life Game of Quidditch",0,0,0,0,1,0
"the belief that success always goes to people who merit it due to their abilities , dedication and qualifications",0,0,0,0,1,0
"the riches and power of the local tycoons",0,0,0,0,1,0
"either of these sacrifices",0,0,0,0,1,0
"Hypnosis techniques",0,0,0,0,1,0
"450 ml 1 3/4 cup",0,0,1,0,0,0
"a misconception",0,0,0,0,1,0
"your way",0,0,0,0,1,0
"Some of the distinctive skyline of Downtown",0,0,0,0,1,0
"the issues and challenges facing Virginia",0,0,0,0,1,0
"global food supply",0,0,0,0,1,0
"their place",0,0,0,0,1,0
"a straight line",0,0,0,0,1,0
"field work",0,0,0,0,1,0
"further donations",0,0,0,0,1,0
"early summer",0,0,0,0,1,0
"birthplace",0,0,0,0,1,0
"each new floor",0,0,0,0,1,0
"a new building to house an orbiter",0,0,0,0,1,0
"the best times",0,0,0,0,1,0
"their city",0,0,0,0,1,0
"the company ’s multiple cable networks",0,0,0,0,1,0
"their false image",0,0,0,0,1,0
"the revolution",0,0,0,0,1,0
"The Grand Lake Theater",0,0,0,0,1,0
"parody",0,0,0,0,1,0
